Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Spring Creek-Grovetown,Spring Creek-Grovetown,2006,Sex for the census usually resident population count,Female,603,number,Number of people,
Spring Creek-Grovetown,Spring Creek-Grovetown,2006,Sex for the census usually resident population count,Total people,1275,number,Number of people,
Spring Creek-Grovetown,Spring Creek-Grovetown,2013,Sex for the census usually resident population count,Male,666,number,Number of people,
Spring Creek-Grovetown,Spring Creek-Grovetown,2013,Sex for the census usually resident population count,Female,609,number,Number of people,
Spring Creek-Grovetown,Spring Creek-Grovetown,2013,Sex for the census usually resident population count,Total people,1275,number,Number of people,
Riverlands,Riverlands,2001,Census usually resident population count,Total people,339,number,Number of people,
Riverlands,Riverlands,2006,Census usually resident population count,Total people,462,number,Number of people,
Riverlands,Riverlands,2013,Census usually resident population count,Total people,471,number,Number of people,
Riverlands,Riverlands,2001,Census night population count,Total people,396,number,Number of people,
Riverlands,Riverlands,2006,Census night population count,Total people,528,number,Number of people,
Riverlands,Riverlands,2013,Census night population count,Total people,585,number,Number of people,
Riverlands,Riverlands,2001,Sex for the census usually resident population count,Male,168,number,Number of people,
Riverlands,Riverlands,2001,Sex for the census usually resident population count,Female,171,number,Number of people,
Riverlands,Riverlands,2001,Sex for the census usually resident population count,Total people,342,number,Number of people,
Riverlands,Riverlands,2006,Sex for the census usually resident population count,Male,243,number,Number of people,
Riverlands,Riverlands,2006,Sex for the census usually resident population count,Female,219,number,Number of people,
Riverlands,Riverlands,2006,Sex for the census usually resident population count,Total people,462,number,Number of people,
Riverlands,Riverlands,2013,Sex for the census usually resident population count,Male,231,number,Number of people,
Riverlands,Riverlands,2013,Sex for the census usually resident population count,Female,240,number,Number of people,
Riverlands,Riverlands,2013,Sex for the census usually resident population count,Total people,468,number,Number of people,
Waikawa,Waikawa,2001,Census usually resident population count,Total people,987,number,Number of people,
Waikawa,Waikawa,2006,Census usually resident population count,Total people,1158,number,Number of people,
Waikawa,Waikawa,2013,Census usually resident population count,Total people,1308,number,Number of people,
Waikawa,Waikawa,2001,Census night population count,Total people,1203,number,Number of people,
Waikawa,Waikawa,2006,Census night population count,Total people,1329,number,Number of people,
Waikawa,Waikawa,2013,Census night population count,Total people,1425,number,Number of people,
Waikawa,Waikawa,2001,Sex for the census usually resident population count,Male,498,number,Number of people,
Waikawa,Waikawa,2001,Sex for the census usually resident population count,Female,489,number,Number of people,
Waikawa,Waikawa,2001,Sex for the census usually resident population count,Total people,987,number,Number of people,
Waikawa,Waikawa,2006,Sex for the census usually resident population count,Male,597,number,Number of people,
Waikawa,Waikawa,2006,Sex for the census usually resident population count,Female,558,number,Number of people,
Waikawa,Waikawa,2006,Sex for the census usually resident population count,Total people,1158,number,Number of people,
Waikawa,Waikawa,2013,Sex for the census usually resident population count,Male,642,number,Number of people,
Waikawa,Waikawa,2013,Sex for the census usually resident population count,Female,669,number,Number of people,
Waikawa,Waikawa,2013,Sex for the census usually resident population count,Total people,1311,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2001,Census usually resident population count,Total people,69,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2006,Census usually resident population count,Total people,51,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2013,Census usually resident population count,Total people,36,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2001,Census night population count,Total people,375,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2006,Census night population count,Total people,78,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2013,Census night population count,Total people,42,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2001,Sex for the census usually resident population count,Male,36,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2001,Sex for the census usually resident population count,Female,30,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2001,Sex for the census usually resident population count,Total people,66,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2006,Sex for the census usually resident population count,Male,30,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2006,Sex for the census usually resident population count,Female,21,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2006,Sex for the census usually resident population count,Total people,48,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2013,Sex for the census usually resident population count,Male,21,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2013,Sex for the census usually resident population count,Female,12,number,Number of people,
Marlborough Sounds Coastal Marine,Marlborough Sounds Coastal Marine,2013,Sex for the census usually resident population count,Total people,36,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2001,Census usually resident population count,Total people,3198,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2006,Census usually resident population count,Total people,3408,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2013,Census usually resident population count,Total people,3231,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2001,Census night population count,Total people,4023,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2006,Census night population count,Total people,4365,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2013,Census night population count,Total people,3981,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2001,Sex for the census usually resident population count,Male,1677,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2001,Sex for the census usually resident population count,Female,1518,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2001,Sex for the census usually resident population count,Total people,3195,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2006,Sex for the census usually resident population count,Male,1758,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2006,Sex for the census usually resident population count,Female,1653,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2006,Sex for the census usually resident population count,Total people,3408,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2013,Sex for the census usually resident population count,Male,1638,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2013,Sex for the census usually resident population count,Female,1593,number,Number of people,
Marlborough Sounds Terrestrial,Marlborough Sounds Terrestrial,2013,Sex for the census usually resident population count,Total people,3231,number,Number of people,
Wairau North,Wairau North,2001,Census usually resident population count,Total people,366,number,Number of people,
Wairau North,Wairau North,2006,Census usually resident population count,Total people,408,number,Number of people,
Wairau North,Wairau North,2013,Census usually resident population count,Total people,435,number,Number of people,
Wairau North,Wairau North,2001,Census night population count,Total people,396,number,Number of people,
Wairau North,Wairau North,2006,Census night population count,Total people,414,number,Number of people,
Wairau North,Wairau North,2013,Census night population count,Total people,435,number,Number of people,
Wairau North,Wairau North,2001,Sex for the census usually resident population count,Male,195,number,Number of people,
Wairau North,Wairau North,2001,Sex for the census usually resident population count,Female,171,number,Number of people,
Wairau North,Wairau North,2001,Sex for the census usually resident population count,Total people,369,number,Number of people,
Wairau North,Wairau North,2006,Sex for the census usually resident population count,Male,204,number,Number of people,
Wairau North,Wairau North,2006,Sex for the census usually resident population count,Female,204,number,Number of people,
Wairau North,Wairau North,2006,Sex for the census usually resident population count,Total people,408,number,Number of people,
Wairau North,Wairau North,2013,Sex for the census usually resident population count,Male,228,number,Number of people,
Wairau North,Wairau North,2013,Sex for the census usually resident population count,Female,204,number,Number of people,
Wairau North,Wairau North,2013,Sex for the census usually resident population count,Total people,435,number,Number of people,
Tuamarina,Tuamarina,2001,Census usually resident population count,Total people,930,number,Number of people,
Tuamarina,Tuamarina,2006,Census usually resident population count,Total people,1056,number,Number of people,
Tuamarina,Tuamarina,2013,Census usually resident population count,Total people,1122,number,Number of people,
Tuamarina,Tuamarina,2001,Census night population count,Total people,906,number,Number of people,
Tuamarina,Tuamarina,2006,Census night population count,Total people,1062,number,Number of people,
Tuamarina,Tuamarina,2013,Census night population count,Total people,1200,number,Number of people,
Tuamarina,Tuamarina,2001,Sex for the census usually resident population count,Male,495,number,Number of people,
Tuamarina,Tuamarina,2001,Sex for the census usually resident population count,Female,435,number,Number of people,
Tuamarina,Tuamarina,2001,Sex for the census usually resident population count,Total people,930,number,Number of people,
Tuamarina,Tuamarina,2006,Sex for the census usually resident population count,Male,540,number,Number of people,
Tuamarina,Tuamarina,2006,Sex for the census usually resident population count,Female,513,number,Number of people,
Tuamarina,Tuamarina,2006,Sex for the census usually resident population count,Total people,1056,number,Number of people,
Tuamarina,Tuamarina,2013,Sex for the census usually resident population count,Male,549,number,Number of people,
Tuamarina,Tuamarina,2013,Sex for the census usually resident population count,Female,573,number,Number of people,
Tuamarina,Tuamarina,2013,Sex for the census usually resident population count,Total people,1122,number,Number of people,
Rapaura,Rapaura,2001,Census usually resident population count,Total people,1062,number,Number of people,
Rapaura,Rapaura,2006,Census usually resident population count,Total people,1194,number,Number of people,
Rapaura,Rapaura,2013,Census usually resident population count,Total people,1200,number,Number of people,
Rapaura,Rapaura,2001,Census night population count,Total people,1032,number,Number of people,
Rapaura,Rapaura,2006,Census night population count,Total people,1245,number,Number of people,
Rapaura,Rapaura,2013,Census night population count,Total people,1275,number,Number of people,
Rapaura,Rapaura,2001,Sex for the census usually resident population count,Male,540,number,Number of people,
Rapaura,Rapaura,2001,Sex for the census usually resident population count,Female,519,number,Number of people,
Rapaura,Rapaura,2001,Sex for the census usually resident population count,Total people,1059,number,Number of people,
Rapaura,Rapaura,2006,Sex for the census usually resident population count,Male,603,number,Number of people,
Rapaura,Rapaura,2006,Sex for the census usually resident population count,Female,591,number,Number of people,
Rapaura,Rapaura,2006,Sex for the census usually resident population count,Total people,1194,number,Number of people,
Rapaura,Rapaura,2013,Sex for the census usually resident population count,Male,609,number,Number of people,
Rapaura,Rapaura,2013,Sex for the census usually resident population count,Female,591,number,Number of people,
Rapaura,Rapaura,2013,Sex for the census usually resident population count,Total people,1200,number,Number of people,
Wairau South,Wairau South,2001,Census usually resident population count,Total people,1206,number,Number of people,
Wairau South,Wairau South,2006,Census usually resident population count,Total people,1479,number,Number of people,
Wairau South,Wairau South,2013,Census usually resident population count,Total people,1527,number,Number of people,
Wairau South,Wairau South,2001,Census night population count,Total people,1215,number,Number of people,
Wairau South,Wairau South,2006,Census night population count,Total people,1467,number,Number of people,
Wairau South,Wairau South,2013,Census night population count,Total people,1518,number,Number of people,
Wairau South,Wairau South,2001,Sex for the census usually resident population count,Male,630,number,Number of people,
Wairau South,Wairau South,2001,Sex for the census usually resident population count,Female,576,number,Number of people,
Wairau South,Wairau South,2001,Sex for the census usually resident population count,Total people,1206,number,Number of people,
Wairau South,Wairau South,2006,Sex for the census usually resident population count,Male,777,number,Number of people,
Wairau South,Wairau South,2006,Sex for the census usually resident population count,Female,702,number,Number of people,
Wairau South,Wairau South,2006,Sex for the census usually resident population count,Total people,1479,number,Number of people,
Wairau South,Wairau South,2013,Sex for the census usually resident population count,Male,780,number,Number of people,
Wairau South,Wairau South,2013,Sex for the census usually resident population count,Female,747,number,Number of people,
Wairau South,Wairau South,2013,Sex for the census usually resident population count,Total people,1527,number,Number of people,
Weld Pass,Weld Pass,2001,Census usually resident population count,Total people,162,number,Number of people,
Weld Pass,Weld Pass,2006,Census usually resident population count,Total people,225,number,Number of people,
Weld Pass,Weld Pass,2013,Census usually resident population count,Total people,210,number,Number of people,
Weld Pass,Weld Pass,2001,Census night population count,Total people,168,number,Number of people,
Weld Pass,Weld Pass,2006,Census night population count,Total people,231,number,Number of people,
Weld Pass,Weld Pass,2013,Census night population count,Total people,216,number,Number of people,
Weld Pass,Weld Pass,2001,Sex for the census usually resident population count,Male,90,number,Number of people,
Weld Pass,Weld Pass,2001,Sex for the census usually resident population count,Female,72,number,Number of people,
Weld Pass,Weld Pass,2001,Sex for the census usually resident population count,Total people,162,number,Number of people,
Weld Pass,Weld Pass,2006,Sex for the census usually resident population count,Male,120,number,Number of people,
Weld Pass,Weld Pass,2006,Sex for the census usually resident population count,Female,102,number,Number of people,
Weld Pass,Weld Pass,2006,Sex for the census usually resident population count,Total people,222,number,Number of people,
Weld Pass,Weld Pass,2013,Sex for the census usually resident population count,Male,105,number,Number of people,
Weld Pass,Weld Pass,2013,Sex for the census usually resident population count,Female,102,number,Number of people,
Weld Pass,Weld Pass,2013,Sex for the census usually resident population count,Total people,207,number,Number of people,
Fairhall,Fairhall,2001,Census usually resident population count,Total people,198,number,Number of people,
Fairhall,Fairhall,2006,Census usually resident population count,Total people,291,number,Number of people,
Fairhall,Fairhall,2013,Census usually resident population count,Total people,381,number,Number of people,
Fairhall,Fairhall,2001,Census night population count,Total people,201,number,Number of people,
Fairhall,Fairhall,2006,Census night population count,Total people,294,number,Number of people,
Fairhall,Fairhall,2013,Census night population count,Total people,384,number,Number of people,
Fairhall,Fairhall,2001,Sex for the census usually resident population count,Male,102,number,Number of people,
Fairhall,Fairhall,2001,Sex for the census usually resident population count,Female,96,number,Number of people,
Fairhall,Fairhall,2001,Sex for the census usually resident population count,Total people,201,number,Number of people,
Fairhall,Fairhall,2006,Sex for the census usually resident population count,Male,153,number,Number of people,
Fairhall,Fairhall,2006,Sex for the census usually resident population count,Female,138,number,Number of people,
Fairhall,Fairhall,2006,Sex for the census usually resident population count,Total people,294,number,Number of people,
Fairhall,Fairhall,2013,Sex for the census usually resident population count,Male,189,number,Number of people,
Fairhall,Fairhall,2013,Sex for the census usually resident population count,Female,189,number,Number of people,
Fairhall,Fairhall,2013,Sex for the census usually resident population count,Total people,381,number,Number of people,
Severn,Severn,2001,Census usually resident population count,Total people,6,number,Number of people,
Severn,Severn,2006,Census usually resident population count,Total people,6,number,Number of people,
Severn,Severn,2013,Census usually resident population count,Total people,3,number,Number of people,
Severn,Severn,2001,Census night population count,Total people,3,number,Number of people,
Severn,Severn,2006,Census night population count,Total people,6,number,Number of people,
Severn,Severn,2013,Census night population count,Total people,3,number,Number of people,
Severn,Severn,2001,Sex for the census usually resident population count,Male,3,number,Number of people,
Severn,Severn,2001,Sex for the census usually resident population count,Female,3,number,Number of people,
Severn,Severn,2001,Sex for the census usually resident population count,Total people,6,number,Number of people,
Severn,Severn,2006,Sex for the census usually resident population count,Male,3,number,Number of people,
Severn,Severn,2006,Sex for the census usually resident population count,Female,3,number,Number of people,
Severn,Severn,2006,Sex for the census usually resident population count,Total people,6,number,Number of people,
Severn,Severn,2013,Sex for the census usually resident population count,Male,,number,Number of people,confidential
Severn,Severn,2013,Sex for the census usually resident population count,Female,,number,Number of people,confidential
Severn,Severn,2013,Sex for the census usually resident population count,Total people,3,number,Number of people,
Ward,Ward,2001,Census usually resident population count,Total people,900,number,Number of people,
Ward,Ward,2006,Census usually resident population count,Total people,903,number,Number of people,
Ward,Ward,2013,Census usually resident population count,Total people,930,number,Number of people,
Ward,Ward,2001,Census night population count,Total people,924,number,Number of people,
Ward,Ward,2006,Census night population count,Total people,942,number,Number of people,
Ward,Ward,2013,Census night population count,Total people,936,number,Number of people,
Ward,Ward,2001,Sex for the census usually resident population count,Male,471,number,Number of people,
Ward,Ward,2001,Sex for the census usually resident population count,Female,429,number,Number of people,
Ward,Ward,2001,Sex for the census usually resident population count,Total people,897,number,Number of people,
Ward,Ward,2006,Sex for the census usually resident population count,Male,471,number,Number of people,
Ward,Ward,2006,Sex for the census usually resident population count,Female,429,number,Number of people,
Ward,Ward,2006,Sex for the census usually resident population count,Total people,903,number,Number of people,
Ward,Ward,2013,Sex for the census usually resident population count,Male,486,number,Number of people,
Ward,Ward,2013,Sex for the census usually resident population count,Female,444,number,Number of people,
Ward,Ward,2013,Sex for the census usually resident population count,Total people,933,number,Number of people,
Seddon,Seddon,2001,Census usually resident population count,Total people,477,number,Number of people,
Seddon,Seddon,2006,Census usually resident population count,Total people,513,number,Number of people,
Seddon,Seddon,2013,Census usually resident population count,Total people,507,number,Number of people,
Seddon,Seddon,2001,Census night population count,Total people,468,number,Number of people,
Seddon,Seddon,2006,Census night population count,Total people,522,number,Number of people,
Seddon,Seddon,2013,Census night population count,Total people,546,number,Number of people,
Seddon,Seddon,2001,Sex for the census usually resident population count,Male,234,number,Number of people,
Seddon,Seddon,2001,Sex for the census usually resident population count,Female,243,number,Number of people,
Seddon,Seddon,2001,Sex for the census usually resident population count,Total people,477,number,Number of people,
Seddon,Seddon,2006,Sex for the census usually resident population count,Male,270,number,Number of people,
Seddon,Seddon,2006,Sex for the census usually resident population count,Female,243,number,Number of people,
Seddon,Seddon,2006,Sex for the census usually resident population count,Total people,510,number,Number of people,
Seddon,Seddon,2013,Sex for the census usually resident population count,Male,270,number,Number of people,
Seddon,Seddon,2013,Sex for the census usually resident population count,Female,234,number,Number of people,
Seddon,Seddon,2013,Sex for the census usually resident population count,Total people,504,number,Number of people,
Lake Tennyson,Lake Tennyson,2001,Census usually resident population count,Total people,0,number,Number of people,
Lake Tennyson,Lake Tennyson,2006,Census usually resident population count,Total people,3,number,Number of people,
Lake Tennyson,Lake Tennyson,2013,Census usually resident population count,Total people,0,number,Number of people,
Lake Tennyson,Lake Tennyson,2001,Census night population count,Total people,0,number,Number of people,
Lake Tennyson,Lake Tennyson,2006,Census night population count,Total people,3,number,Number of people,
Lake Tennyson,Lake Tennyson,2013,Census night population count,Total people,6,number,Number of people,
Lake Tennyson,Lake Tennyson,2001,Sex for the census usually resident population count,Male,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2001,Sex for the census usually resident population count,Female,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2001,Sex for the census usually resident population count,Total people,0,number,Number of people,
Lake Tennyson,Lake Tennyson,2006,Sex for the census usually resident population count,Male,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2006,Sex for the census usually resident population count,Female,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2006,Sex for the census usually resident population count,Total people,3,number,Number of people,
Lake Tennyson,Lake Tennyson,2013,Sex for the census usually resident population count,Male,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2013,Sex for the census usually resident population count,Female,,number,Number of people,confidential
Lake Tennyson,Lake Tennyson,2013,Sex for the census usually resident population count,Total people,0,number,Number of people,
Picton,Picton,2001,Census usually resident population count,Total people,3000,number,Number of people,
Picton,Picton,2006,Census usually resident population count,Total people,2928,number,Number of people,
Picton,Picton,2013,Census usually resident population count,Total people,2745,number,Number of people,
Picton,Picton,2001,Census night population count,Total people,3741,number,Number of people,
Picton,Picton,2006,Census night population count,Total people,3876,number,Number of people,
Picton,Picton,2013,Census night population count,Total people,3327,number,Number of people,
Picton,Picton,2001,Sex for the census usually resident population count,Male,1467,number,Number of people,
Picton,Picton,2001,Sex for the census usually resident population count,Female,1536,number,Number of people,
Picton,Picton,2001,Sex for the census usually resident population count,Total people,3000,number,Number of people,
Picton,Picton,2006,Sex for the census usually resident population count,Male,1464,number,Number of people,
Picton,Picton,2006,Sex for the census usually resident population count,Female,1461,number,Number of people,
Picton,Picton,2006,Sex for the census usually resident population count,Total people,2928,number,Number of people,
Picton,Picton,2013,Sex for the census usually resident population count,Male,1329,number,Number of people,
Picton,Picton,2013,Sex for the census usually resident population count,Female,1416,number,Number of people,
Picton,Picton,2013,Sex for the census usually resident population count,Total people,2745,number,Number of people,
Springlands,Springlands,2001,Census usually resident population count,Total people,3495,number,Number of people,
Springlands,Springlands,2006,Census usually resident population count,Total people,3855,number,Number of people,
Springlands,Springlands,2013,Census usually resident population count,Total people,4254,number,Number of people,
Springlands,Springlands,2001,Census night population count,Total people,3711,number,Number of people,
Springlands,Springlands,2006,Census night population count,Total people,4050,number,Number of people,
Springlands,Springlands,2013,Census night population count,Total people,4362,number,Number of people,
Springlands,Springlands,2001,Sex for the census usually resident population count,Male,1665,number,Number of people,
Springlands,Springlands,2001,Sex for the census usually resident population count,Female,1830,number,Number of people,
Springlands,Springlands,2001,Sex for the census usually resident population count,Total people,3498,number,Number of people,
Springlands,Springlands,2006,Sex for the census usually resident population count,Male,1806,number,Number of people,
Springlands,Springlands,2006,Sex for the census usually resident population count,Female,2052,number,Number of people,
Springlands,Springlands,2006,Sex for the census usually resident population count,Total people,3855,number,Number of people,
Springlands,Springlands,2013,Sex for the census usually resident population count,Male,1965,number,Number of people,
Springlands,Springlands,2013,Sex for the census usually resident population count,Female,2286,number,Number of people,
Springlands,Springlands,2013,Sex for the census usually resident population count,Total people,4251,number,Number of people,
Mayfield,Mayfield,2001,Census usually resident population count,Total people,2685,number,Number of people,
Mayfield,Mayfield,2006,Census usually resident population count,Total people,2772,number,Number of people,
Mayfield,Mayfield,2013,Census usually resident population count,Total people,2742,number,Number of people,
Mayfield,Mayfield,2001,Census night population count,Total people,2805,number,Number of people,
Mayfield,Mayfield,2006,Census night population count,Total people,3087,number,Number of people,
Mayfield,Mayfield,2013,Census night population count,Total people,2919,number,Number of people,
Mayfield,Mayfield,2001,Sex for the census usually resident population count,Male,1332,number,Number of people,
Mayfield,Mayfield,2001,Sex for the census usually resident population count,Female,1353,number,Number of people,
Mayfield,Mayfield,2001,Sex for the census usually resident population count,Total people,2688,number,Number of people,
Mayfield,Mayfield,2006,Sex for the census usually resident population count,Male,1377,number,Number of people,
Mayfield,Mayfield,2006,Sex for the census usually resident population count,Female,1398,number,Number of people,
Mayfield,Mayfield,2006,Sex for the census usually resident population count,Total people,2775,number,Number of people,
Mayfield,Mayfield,2013,Sex for the census usually resident population count,Male,1317,number,Number of people,
Mayfield,Mayfield,2013,Sex for the census usually resident population count,Female,1425,number,Number of people,
Mayfield,Mayfield,2013,Sex for the census usually resident population count,Total people,2742,number,Number of people,
Blenheim Central,Blenheim Central,2001,Census usually resident population count,Total people,2616,number,Number of people,
Blenheim Central,Blenheim Central,2006,Census usually resident population count,Total people,2736,number,Number of people,
Blenheim Central,Blenheim Central,2013,Census usually resident population count,Total people,2706,number,Number of people,
Blenheim Central,Blenheim Central,2001,Census night population count,Total people,3003,number,Number of people,
Blenheim Central,Blenheim Central,2006,Census night population count,Total people,3201,number,Number of people,
Blenheim Central,Blenheim Central,2013,Census night population count,Total people,3231,number,Number of people,
Blenheim Central,Blenheim Central,2001,Sex for the census usually resident population count,Male,1287,number,Number of people,
Blenheim Central,Blenheim Central,2001,Sex for the census usually resident population count,Female,1329,number,Number of people,
Blenheim Central,Blenheim Central,2001,Sex for the census usually resident population count,Total people,2616,number,Number of people,
Blenheim Central,Blenheim Central,2006,Sex for the census usually resident population count,Male,1368,number,Number of people,
Blenheim Central,Blenheim Central,2006,Sex for the census usually resident population count,Female,1368,number,Number of people,
Blenheim Central,Blenheim Central,2006,Sex for the census usually resident population count,Total people,2736,number,Number of people,
Blenheim Central,Blenheim Central,2013,Sex for the census usually resident population count,Male,1311,number,Number of people,
Blenheim Central,Blenheim Central,2013,Sex for the census usually resident population count,Female,1395,number,Number of people,
Blenheim Central,Blenheim Central,2013,Sex for the census usually resident population count,Total people,2706,number,Number of people,
Whitney,Whitney,2001,Census usually resident population count,Total people,4002,number,Number of people,
Whitney,Whitney,2006,Census usually resident population count,Total people,4161,number,Number of people,
Whitney,Whitney,2013,Census usually resident population count,Total people,4299,number,Number of people,
Whitney,Whitney,2001,Census night population count,Total people,4011,number,Number of people,
Whitney,Whitney,2006,Census night population count,Total people,4206,number,Number of people,
Whitney,Whitney,2013,Census night population count,Total people,4332,number,Number of people,
Whitney,Whitney,2001,Sex for the census usually resident population count,Male,1887,number,Number of people,
Whitney,Whitney,2001,Sex for the census usually resident population count,Female,2115,number,Number of people,
Whitney,Whitney,2001,Sex for the census usually resident population count,Total people,4005,number,Number of people,
Whitney,Whitney,2006,Sex for the census usually resident population count,Male,2004,number,Number of people,
Whitney,Whitney,2006,Sex for the census usually resident population count,Female,2157,number,Number of people,
Whitney,Whitney,2006,Sex for the census usually resident population count,Total people,4164,number,Number of people,
Whitney,Whitney,2013,Sex for the census usually resident population count,Male,2073,number,Number of people,
Whitney,Whitney,2013,Sex for the census usually resident population count,Female,2226,number,Number of people,
Whitney,Whitney,2013,Sex for the census usually resident population count,Total people,4299,number,Number of people,
Redwoodtown,Redwoodtown,2001,Census usually resident population count,Total people,4887,number,Number of people,
Redwoodtown,Redwoodtown,2006,Census usually resident population count,Total people,5163,number,Number of people,
Redwoodtown,Redwoodtown,2013,Census usually resident population count,Total people,5349,number,Number of people,
Redwoodtown,Redwoodtown,2001,Census night population count,Total people,4803,number,Number of people,
Redwoodtown,Redwoodtown,2006,Census night population count,Total people,5088,number,Number of people,
Redwoodtown,Redwoodtown,2013,Census night population count,Total people,5298,number,Number of people,
Redwoodtown,Redwoodtown,2001,Sex for the census usually resident population count,Male,2280,number,Number of people,
Redwoodtown,Redwoodtown,2001,Sex for the census usually resident population count,Female,2607,number,Number of people,
Redwoodtown,Redwoodtown,2001,Sex for the census usually resident population count,Total people,4887,number,Number of people,
Redwoodtown,Redwoodtown,2006,Sex for the census usually resident population count,Male,2430,number,Number of people,
Redwoodtown,Redwoodtown,2006,Sex for the census usually resident population count,Female,2733,number,Number of people,
Redwoodtown,Redwoodtown,2006,Sex for the census usually resident population count,Total people,5163,number,Number of people,
Redwoodtown,Redwoodtown,2013,Sex for the census usually resident population count,Male,2499,number,Number of people,
Redwoodtown,Redwoodtown,2013,Sex for the census usually resident population count,Female,2850,number,Number of people,
Redwoodtown,Redwoodtown,2013,Sex for the census usually resident population count,Total people,5352,number,Number of people,
Witherlea,Witherlea,2001,Census usually resident population count,Total people,4017,number,Number of people,
Witherlea,Witherlea,2006,Census usually resident population count,Total people,4566,number,Number of people,
Witherlea,Witherlea,2013,Census usually resident population count,Total people,4836,number,Number of people,
Witherlea,Witherlea,2001,Census night population count,Total people,4005,number,Number of people,
Witherlea,Witherlea,2006,Census night population count,Total people,4536,number,Number of people,
Witherlea,Witherlea,2013,Census night population count,Total people,4872,number,Number of people,
Witherlea,Witherlea,2001,Sex for the census usually resident population count,Male,1932,number,Number of people,
Witherlea,Witherlea,2001,Sex for the census usually resident population count,Female,2085,number,Number of people,
Witherlea,Witherlea,2001,Sex for the census usually resident population count,Total people,4014,number,Number of people,
Witherlea,Witherlea,2006,Sex for the census usually resident population count,Male,2220,number,Number of people,
Witherlea,Witherlea,2006,Sex for the census usually resident population count,Female,2346,number,Number of people,
Witherlea,Witherlea,2006,Sex for the census usually resident population count,Total people,4566,number,Number of people,
Witherlea,Witherlea,2013,Sex for the census usually resident population count,Male,2343,number,Number of people,
Witherlea,Witherlea,2013,Sex for the census usually resident population count,Female,2493,number,Number of people,
Witherlea,Witherlea,2013,Sex for the census usually resident population count,Total people,4836,number,Number of people,
Kaikoura Township,Kaikoura Township,2001,Census usually resident population count,Total people,2103,number,Number of people,
Kaikoura Township,Kaikoura Township,2006,Census usually resident population count,Total people,2175,number,Number of people,
Kaikoura Township,Kaikoura Township,2013,Census usually resident population count,Total people,1971,number,Number of people,
Kaikoura Township,Kaikoura Township,2001,Census night population count,Total people,2919,number,Number of people,
Kaikoura Township,Kaikoura Township,2006,Census night population count,Total people,3306,number,Number of people,
Kaikoura Township,Kaikoura Township,2013,Census night population count,Total people,2757,number,Number of people,
Kaikoura Township,Kaikoura Township,2001,Sex for the census usually resident population count,Male,1014,number,Number of people,
Kaikoura Township,Kaikoura Township,2001,Sex for the census usually resident population count,Female,1089,number,Number of people,
Kaikoura Township,Kaikoura Township,2001,Sex for the census usually resident population count,Total people,2103,number,Number of people,
Kaikoura Township,Kaikoura Township,2006,Sex for the census usually resident population count,Male,1059,number,Number of people,
